1	0	0	35.320864504461	-0.2482024853181
0	1	0	-35.320913922206	-0.26775285797094
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	41.711999336382	-0.30157575321005
0	1	0	-31.594781027724	-0.17593517601129
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	46.219456114857	-0.34612071922483
0	1	0	-19.149858194325	-0.055682612095889
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	20.703728153457	-0.52671372194316
0	1	0	-9.8760503055113	0.026265680284445
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	11.998622616914	-0.66677298475654
0	1	0	-17.199622686515	-0.0068563110706329
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	21.443821993442	-0.63898288718347
0	1	0	-27.89653764218	-0.11928541680803
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	64.464238051551	0.84453760838263
0	1	0	-77.243369579858	-1.302513878276
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	32.989338870174	0.27241111829346
0	1	0	-38.837610925994	0.4617343683307
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	17.599602856583	0.039487140889027
0	1	0	-17.608638081016	0.82871538831938
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	10.579898428535	-0.0069597321128704
0	1	0	-16.041316909187	0.72054928723541
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	9.8388177523137	0.015503674091702
0	1	0	-44.211228404791	0.49232339695733
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	23.143051260084	0.11850086737016
0	1	0	-55.011106319925	0.37341304358768
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	28.199253758255	0.19855275596109
0	1	0	-44.978642486509	0.32959825926832
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	31.74091660051	0.24440060814133
0	1	0	-40.246093607346	0.24620656879822
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	38.768148339229	0.26583232447624
0	1	0	-31.863790972473	0.11815861522141
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	28.1765535939	0.36320981892682
0	1	0	-12.962909023688	-0.027516656450174
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	10.501818311851	0.51714329196277
0	1	0	-16.190894715398	-0.032340404116713
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	12.988437619324	0.5714964310061
0	1	0	-26.51975139444	0.053218892749049
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	30.145141817208	0.20127057671381
0	1	0	-52.73667815693	0.49640860178962
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	47.557166337707	-0.73928033397949
0	1	0	-82.345760488196	0.7465507638723
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	18.280980993776	-0.075570426350289
0	1	0	-28.641110335104	-0.96163481801509
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	11.369782514966	-0.013026612704049
0	1	0	-16.994426739651	-0.94059227698343
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	6.6812009029719	-0.0033542020233729
0	1	0	-33.449615904547	-0.7156438314749
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	14.547883743581	-0.070942407531669
0	1	0	-67.675430334749	-0.4794334281088
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	22.300128629969	-0.14824014087502
0	1	0	-58.812196287626	-0.41441659671061
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	24.786693663836	-0.19615433141186
0	1	0	-50.375820345761	-0.33154139726458
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	29.595139285106	-0.21601821313995
0	1	0	-44.621759224342	-0.19572082442178
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	31.220756919437	-0.24955580103399
0	1	0	-24.964738015866	-0.01269988496403
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	12.848303515062	-0.38334693733544
0	1	0	-14.850617942176	0.077027113500273
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	8.5782547710604	-0.46693369922408
0	1	0	-25.970703414385	0.003811739384595
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	16.12440050955	-0.41239479803459
0	1	0	-42.809515025786	-0.19484796190074
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	49.024569200967	0.78470630374249
0	1	0	-121.99402618233	-2.1312411872226
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	20.878575011693	0.15302120424902
0	1	0	-50.55382941793	0.8469052183992
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	11.694574349447	0.030520361887884
0	1	0	-24.089167413374	1.1847133244404
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	6.9044767812818	0.0075966432594505
0	1	0	-25.177032673233	0.99079416125255
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	7.6076826185703	0.035823901924427
0	1	0	-69.038337701138	0.6635155614629
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	16.732176660819	0.10580485639461
0	1	0	-78.203089523745	0.51815511752239
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	19.720813311147	0.15403768339274
0	1	0	-64.210244491321	0.43516235278427
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	22.241127720822	0.17631042215794
0	1	0	-58.145623604285	0.29378457158821
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	26.910401224827	0.18423526767491
0	1	0	-45.304932738701	0.097655964751681
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	18.085382596884	0.25919051444732
0	1	0	-20.588141318434	-0.095098466100184
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	7.6003159405411	0.36243805175118
0	1	0	-27.937712243262	-0.058663616465531
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	8.9987190702817	0.41189911411851
0	1	0	-45.674176669325	0.13335797373217
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	22.826555574237	-0.075881722650863
0	1	0	-113.70438582901	1.8993358919408
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	9.3865091370096	-0.23254821317183
0	1	0	-115.69435249125	0.28483487658658
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	-16.573686643809	0.051334377827816
0	1	0	-112.94358070609	-1.172650630263
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	-46.749343400164	0.050645670354745
0	1	0	-129.094313994	-1.0985909723233
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	-55.487973787427	-0.085756108759625
0	1	0	-88.983993463628	-0.84438686179415
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	-43.126811553806	-0.22818827643629
0	1	0	-25.77814278076	-0.44535991299028
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	-27.522787558945	-0.27416888128115
0	1	0	27.522826066279	-0.21651093293859
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	25.778105978434	-0.43338456205191
0	1	0	43.126870661427	-0.29191834326541
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	88.983863884481	-0.82208214424012
0	1	0	55.488048252218	-0.13853032569667
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	129.09412231985	-1.0941291475561
0	1	0	46.749404802841	0.01126745487901
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	112.94340978703	-1.1940196260415
0	1	0	16.57370793921	0.029486397958478
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	115.69417410597	0.21999608888639
0	1	0	-9.3865209296245	-0.23703631609085
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	113.70420726537	1.8667171394544
0	1	0	-22.826583600359	-0.087666222874662
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	45.674103637539	0.11262281953784
0	1	0	-8.9987298618597	0.4030902190355
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	27.937666773902	-0.092435502506685
0	1	0	-7.6003248380846	0.36001142652633
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	20.588107222833	-0.14760768114564
0	1	0	-18.085403252659	0.25899796886984
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	45.304856416535	0.041458806228528
0	1	0	-26.910431191491	0.18347094918743
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	58.145523990034	0.24535958261307
0	1	0	-22.241151852858	0.18117333113452
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	64.210132653849	0.40190584723656
0	1	0	-19.720834145502	0.16547201862345
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	78.20295108146	0.50181717525982
0	1	0	-16.732193860025	0.1221288094775
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	69.038213511908	0.64628805849105
0	1	0	-7.6076902213834	0.054534134895122
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	25.176986664796	0.96477872070194
0	1	0	-6.9044834841889	0.021200363973543
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	24.089122705082	1.1729797233034
0	1	0	-11.694585368691	0.038002773981571
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	50.553734149076	0.86421341242665
0	1	0	-20.878594088436	0.15585730191461
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	121.99379280082	-2.0873429244755
0	1	0	-49.024612594869	0.78934787132714
0	0	1	0	0
0	0	0	1	0
0	0	0	0	1

1	0	0	42.809431906363	-0.17949871046911
